shipment_date,begin_date,end_date,location,group,commodity,origin,organic,package,variety,properties,district,transportation,season,environment,import/export,reporting_city,1_lb_units,package_count,car_van_count
12/28/2024,12/22/2024,12/28/2024,Florida,Vegetables,"Lettuce, Romaine",Florida,No,cartons,HEARTS,RED,FLORIDA,Truck,2024,N/A,D (domestic),"Orlando (Oviedo), Florida",105952,4816,
12/28/2024,12/22/2024,12/28/2024,Mexico,Vegetables,Cucumbers,Mexico,No,N/A,LONG SEEDLESS,N/A,MEXICO CROSSINGS THROUGH LAREDO TEXAS,Truck,2024,Greenhouse,I (import),"Washington, District Of Columbia",969522,,
12/28/2024,12/22/2024,12/28/2024,Canada,Vegetables,Tomatoes,Canada,Yes,N/A,N/A,N/A,IMPORTS THROUGH BUFFALO NEW YORK,Truck,2024,Greenhouse,I (import),"Washington, District Of Columbia",18643,,
12/28/2024,12/22/2024,12/28/2024,Mexico,Vegetables,"Peppers, Bell Type",Mexico,Yes,N/A,N/A,RED,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,Truck,2024,Greenhouse,I (import),"Washington, District Of Columbia",218423,,
12/28/2024,12/22/2024,12/28/2024,Texas,Vegetables,Dill,Texas,No,cartons bunched 12s,N/A,N/A,LOWER RIO GRANDE VALLEY TEXAS,Truck,2024,N/A,D (domestic),"Mcallen, Texas",1272,318,
12/28/2024,12/22/2024,12/28/2024,Mexico,Fruits,Grapefruit,Mexico,No,N/A,N/A,N/A,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,Truck,2024,N/A,I (import),"Washington, District Of Columbia",364081,,
12/28/2024,12/22/2024,12/28/2024,Mexico,Vegetables,Oregano,Mexico,No,N/A,N/A,N/A,IMPORTS THROUGH DALLAS-FORT WORTH TEXAS,Air,2024,N/A,I (import),"Washington, District Of Columbia",57,,
12/28/2024,12/22/2024,12/28/2024,France,Vegetables,Endive,France,No,N/A,N/A,N/A,IMPORTS THROUGH MIAMI AIRPORT FLORIDA,Air,2024,N/A,I (import),"Washington, District Of Columbia",62,,
12/28/2024,12/22/2024,12/28/2024,Mexico,Vegetables,"Peppers, Other",Mexico,No,N/A,N/A,N/A,MEXICO CROSSINGS THROUGH RIO GRANDE CITY TEXAS,Truck,2024,N/A,I (import),"Washington, District Of Columbia",93646,,
12/28/2024,12/22/2024,12/28/2024,Mexico,Vegetables,"Peppers, Bell Type",Mexico,No,N/A,N/A,YELLOW,MEXICO CROSSINGS THROUGH OTAY MESA CALIFORNIA,Truck,2024,N/A,I (import),"Washington, District Of Columbia",8906,,
